##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
APC/C:Cdc20 mediated degradation of Securin	Reactome	R-HSA-174154	1	66	0.486490233813	0.555580982981	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174154
Activation of NF-kappaB in B cells	Reactome	R-HSA-1169091	1	66	0.486490233813	0.555580982981	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169091
G1/S DNA Damage Checkpoints	Reactome	R-HSA-69615	1	66	0.486490233813	0.555580982981	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69615
Cytochrome P450 - arranged by substrate type	Reactome	R-HSA-211897	1	66	0.486490233813	0.555580982981	NCOA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211897
Dual incision in TC-NER	Reactome	R-HSA-6782135	1	66	0.486490233813	0.555580982981	AQR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6782135
Signaling by FGFR2	Reactome	R-HSA-5654738	1	66	0.486490233813	0.555580982981	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654738
Retinol metabolism	KEGG PATHWAY	hsa00830	1	67	0.491577444214	0.558115347981	BCDO1	http://www.genome.jp/kegg-bin/show_pathway?hsa00830/hsa:53630%09red
Regulation of RAS by GAPs	Reactome	R-HSA-5658442	1	67	0.491577444214	0.558115347981	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5658442
Interferon alpha/beta signaling	Reactome	R-HSA-909733	1	67	0.491577444214	0.558115347981	DSRAD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-909733
Assembly of the pre-replicative complex	Reactome	R-HSA-68867	1	67	0.491577444214	0.558115347981	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68867
Signaling by BRAF and RAF fusions	Reactome	R-HSA-6802952	1	67	0.491577444214	0.558115347981	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802952
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	2	165	0.493041002732	0.559124587015	ATX3|LMAN2	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:4287%09red/hsa:10960%09red
Shigellosis	KEGG PATHWAY	hsa05131	1	68	0.496614384212	0.561867204464	U2AF1	http://www.genome.jp/kegg-bin/show_pathway?hsa05131/hsa:7307%09red
Regulation of PTEN stability and activity	Reactome	R-HSA-8948751	1	68	0.496614384212	0.561867204464	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8948751
Renin secretion	KEGG PATHWAY	hsa04924	1	69	0.501601549309	0.566850531333	ADRB1	http://www.genome.jp/kegg-bin/show_pathway?hsa04924/hsa:153%09red
Prolactin signaling pathway	KEGG PATHWAY	hsa04917	1	70	0.506539430133	0.56978365956	ELF5	http://www.genome.jp/kegg-bin/show_pathway?hsa04917/hsa:2001%09red
Epithelial cell signaling in Helicobacter pylori infection	KEGG PATHWAY	hsa05120	1	70	0.506539430133	0.56978365956	MET	http://www.genome.jp/kegg-bin/show_pathway?hsa05120/hsa:4233%09red
Orc1 removal from chromatin	Reactome	R-HSA-68949	1	70	0.506539430133	0.56978365956	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68949
Regulation of RUNX2 expression and activity	Reactome	R-HSA-8939902	1	70	0.506539430133	0.56978365956	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939902
CDK-mediated phosphorylation and removal of Cdc6	Reactome	R-HSA-69017	1	71	0.511428512488	0.573956104557	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69017
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	R-HSA-174178	1	71	0.511428512488	0.573956104557	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-174178
Fatty acid metabolism	Reactome	R-HSA-8978868	2	172	0.514792088873	0.576727906904	GGT1|DPEP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8978868
Melanoma	KEGG PATHWAY	hsa05218	1	72	0.516269277403	0.576727906904	MET	http://www.genome.jp/kegg-bin/show_pathway?hsa05218/hsa:4233%09red
Drug metabolism - cytochrome P450	KEGG PATHWAY	hsa00982	1	72	0.516269277403	0.576727906904	GSTO1	http://www.genome.jp/kegg-bin/show_pathway?hsa00982/hsa:9446%09red
Signaling by TGF-beta Receptor Complex	Reactome	R-HSA-170834	1	72	0.516269277403	0.576727906904	CCNT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170834
Other interleukin signaling	Reactome	R-HSA-449836	3	275	0.519936198491	0.580158166435	TIE2|MET|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449836
Leishmaniasis	KEGG PATHWAY	hsa05140	1	74	0.525807755425	0.585367215135	TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05140/hsa:7099%09red
Bacterial invasion of epithelial cells	KEGG PATHWAY	hsa05100	1	74	0.525807755425	0.585367215135	MET	http://www.genome.jp/kegg-bin/show_pathway?hsa05100/hsa:4233%09red
Biosynthesis of amino acids	KEGG PATHWAY	hsa01230	1	75	0.530506407124	0.589923124722	SERA	http://www.genome.jp/kegg-bin/show_pathway?hsa01230/hsa:26227%09red
PPAR signaling pathway	KEGG PATHWAY	hsa03320	1	76	0.535158618661	0.591715154497	FAT	http://www.genome.jp/kegg-bin/show_pathway?hsa03320/hsa:948%09red
Pertussis	KEGG PATHWAY	hsa05133	1	76	0.535158618661	0.591715154497	TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05133/hsa:7099%09red
Metabolism of xenobiotics by cytochrome P450	KEGG PATHWAY	hsa00980	1	76	0.535158618661	0.591715154497	GSTO1	http://www.genome.jp/kegg-bin/show_pathway?hsa00980/hsa:9446%09red
Extra-nuclear estrogen signaling	Reactome	R-HSA-9009391	1	76	0.535158618661	0.591715154497	SRF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9009391
The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	R-HSA-8852276	1	76	0.535158618661	0.591715154497	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852276
Antigen processing and presentation	KEGG PATHWAY	hsa04612	1	77	0.539764847875	0.594107688894	GILT	http://www.genome.jp/kegg-bin/show_pathway?hsa04612/hsa:10437%09red
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	hsa05412	1	77	0.539764847875	0.594107688894	LAMA	http://www.genome.jp/kegg-bin/show_pathway?hsa05412/hsa:284217%09red
Post NMDA receptor activation events	Reactome	R-HSA-438064	1	77	0.539764847875	0.594107688894	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-438064
Signaling by FGFR	Reactome	R-HSA-190236	1	77	0.539764847875	0.594107688894	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190236
Complement and coagulation cascades	KEGG PATHWAY	hsa04610	1	79	0.548841168225	0.601376640409	TFPI1	http://www.genome.jp/kegg-bin/show_pathway?hsa04610/hsa:7035%09red
EGFR tyrosine kinase inhibitor resistance	KEGG PATHWAY	hsa01521	1	79	0.548841168225	0.601376640409	MET	http://www.genome.jp/kegg-bin/show_pathway?hsa01521/hsa:4233%09red
RMTs methylate histone arginines	Reactome	R-HSA-3214858	1	79	0.548841168225	0.601376640409	H2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214858
Transcription-Coupled Nucleotide Excision Repair (TC-NER)	Reactome	R-HSA-6781827	1	79	0.548841168225	0.601376640409	AQR	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6781827
G alpha (12/13) signalling events	Reactome	R-HSA-416482	1	80	0.553312152704	0.605593615952	OBSCN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416482
FCERI mediated NF-kB activation	Reactome	R-HSA-2871837	1	81	0.557738941634	0.609068451414	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2871837
Degradation of beta-catenin by the destruction complex	Reactome	R-HSA-195253	1	81	0.557738941634	0.609068451414	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195253
B cell receptor signaling pathway	KEGG PATHWAY	hsa04662	1	82	0.562121970781	0.611794941354	BCAP	http://www.genome.jp/kegg-bin/show_pathway?hsa04662/hsa:118788%09red
Chemical carcinogenesis	KEGG PATHWAY	hsa05204	1	82	0.562121970781	0.611794941354	GSTO1	http://www.genome.jp/kegg-bin/show_pathway?hsa05204/hsa:9446%09red
Downstream signaling events of B Cell Receptor (BCR)	Reactome	R-HSA-1168372	1	82	0.562121970781	0.611794941354	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1168372
Salmonella infection	KEGG PATHWAY	hsa05132	1	83	0.566461671625	0.61514197153	TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05132/hsa:7099%09red
Oncogenic MAPK signaling	Reactome	R-HSA-6802957	1	83	0.566461671625	0.61514197153	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6802957
DNA Replication Pre-Initiation	Reactome	R-HSA-69002	1	84	0.5707584714	0.617739702639	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69002
Hedgehog 'on' state	Reactome	R-HSA-5632684	1	84	0.5707584714	0.617739702639	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5632684
PI Metabolism	Reactome	R-HSA-1483255	1	84	0.5707584714	0.617739702639	ENPP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483255
Toll Like Receptor 5 (TLR5) Cascade	Reactome	R-HSA-168176	1	85	0.575012793142	0.620274332292	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168176
Toll Like Receptor 10 (TLR10) Cascade	Reactome	R-HSA-168142	1	85	0.575012793142	0.620274332292	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168142
MyD88 cascade initiated on plasma membrane	Reactome	R-HSA-975871	1	85	0.575012793142	0.620274332292	ECSIT	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975871
Insulin secretion	KEGG PATHWAY	hsa04911	1	86	0.579225055723	0.62343581772	CCKAR	http://www.genome.jp/kegg-bin/show_pathway?hsa04911/hsa:886%09red
Protein-protein interactions at synapses	Reactome	R-HSA-6794362	1	86	0.579225055723	0.62343581772	SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6794362
Platelet homeostasis	Reactome	R-HSA-418346	1	87	0.583395673897	0.627230928952	PDE2A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418346
Neurotransmitter receptors and postsynaptic signal transmission	Reactome	R-HSA-112314	2	197	0.587283124076	0.630713553781	PKR2|EAA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112314
PD-L1 expression and PD-1 checkpoint pathway in cancer	KEGG PATHWAY	hsa05235	1	89	0.591613615677	0.631877110926	TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05235/hsa:7099%09red
GABAergic synapse	KEGG PATHWAY	hsa04727	1	89	0.591613615677	0.631877110926	PLCL	http://www.genome.jp/kegg-bin/show_pathway?hsa04727/hsa:5334%09red
Switching of origins to a post-replicative state	Reactome	R-HSA-69052	1	89	0.591613615677	0.631877110926	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69052
Activation of NMDA receptors and postsynaptic events	Reactome	R-HSA-442755	1	89	0.591613615677	0.631877110926	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442755
RAB GEFs exchange GTP for GDP on RABs	Reactome	R-HSA-8876198	1	89	0.591613615677	0.631877110926	MON1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8876198
Protein digestion and absorption	KEGG PATHWAY	hsa04974	1	90	0.595661748552	0.634807098949	NEP	http://www.genome.jp/kegg-bin/show_pathway?hsa04974/hsa:4311%09red
Cell junction organization	Reactome	R-HSA-446728	1	90	0.595661748552	0.634807098949	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446728
Opioid Signalling	Reactome	R-HSA-111885	1	91	0.599669855634	0.638379397737	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111885
Unfolded Protein Response (UPR)	Reactome	R-HSA-381119	1	92	0.603638331676	0.64190174505	DCTN1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381119
Eukaryotic Translation Termination	Reactome	R-HSA-72764	1	93	0.607567567545	0.645374719674	GST1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72764
Fc gamma R-mediated phagocytosis	KEGG PATHWAY	hsa04666	1	94	0.611457950265	0.648798893793	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa04666/hsa:8613%09red
Antimicrobial peptides	Reactome	R-HSA-6803157	1	95	0.615309863052	0.651465176006	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803157
Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	Reactome	R-HSA-975956	1	95	0.615309863052	0.651465176006	GST1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975956
SLC transporter disorders	Reactome	R-HSA-5619102	1	96	0.61912368535	0.654079637183	FUCT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5619102
Downstream TCR signaling	Reactome	R-HSA-202424	1	96	0.61912368535	0.654079637183	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202424
Pancreatic secretion	KEGG PATHWAY	hsa04972	1	98	0.626638557636	0.661300777202	CCKAR	http://www.genome.jp/kegg-bin/show_pathway?hsa04972/hsa:886%09red
Keratinization	Reactome	R-HSA-6805567	2	213	0.629307412728	0.663049901188	HACL1|LIPN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6805567
Choline metabolism in cancer	KEGG PATHWAY	hsa05231	1	99	0.630340347995	0.663049901188	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa05231/hsa:8613%09red
CLEC7A (Dectin-1) signaling	Reactome	R-HSA-5607764	1	99	0.630340347995	0.663049901188	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5607764
cAMP signaling pathway	KEGG PATHWAY	hsa04024	2	214	0.631820393995	0.663889031703	ADRB1|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04024/hsa:1812%09red/hsa:153%09red
AGE-RAGE signaling pathway in diabetic complications	KEGG PATHWAY	hsa04933	1	100	0.63400552868	0.665466428701	VEGFD	http://www.genome.jp/kegg-bin/show_pathway?hsa04933/hsa:2277%09red
Interleukin-1 signaling	Reactome	R-HSA-9020702	1	101	0.637634460835	0.667834585999	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9020702
Signaling by TGF-beta family members	Reactome	R-HSA-9006936	1	101	0.637634460835	0.667834585999	CCNT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9006936
Chagas disease (American trypanosomiasis)	KEGG PATHWAY	hsa05142	1	103	0.644785006393	0.674597646473	TLR4	http://www.genome.jp/kegg-bin/show_pathway?hsa05142/hsa:7099%09red
Phase I - Functionalization of compounds	Reactome	R-HSA-211945	1	105	0.651794803362	0.681199080205	NCOA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211945
Signaling by VEGF	Reactome	R-HSA-194138	1	106	0.655247786845	0.684073065021	VEGFD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194138
Human cytomegalovirus infection	KEGG PATHWAY	hsa05163	2	225	0.658590150548	0.686169825082	CYC|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05163/hsa:29110%09red/hsa:54205%09red
Th17 cell differentiation	KEGG PATHWAY	hsa04659	1	107	0.658666615238	0.686169825082	ROR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:6095%09red
Post-translational protein phosphorylation	Reactome	R-HSA-8957275	1	108	0.66205162553	0.688958536514	LAMC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8957275
SRP-dependent cotranslational protein targeting to membrane	Reactome	R-HSA-1799339	1	112	0.675260110065	0.701953084502	SRP72	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1799339
Glutamatergic synapse	KEGG PATHWAY	hsa04724	1	114	0.681669964725	0.707860059421	EAA2	http://www.genome.jp/kegg-bin/show_pathway?hsa04724/hsa:2901%09red
Serotonergic synapse	KEGG PATHWAY	hsa04726	1	115	0.684827409471	0.710380671019	DDC	http://www.genome.jp/kegg-bin/show_pathway?hsa04726/hsa:1644%09red
TCR signaling	Reactome	R-HSA-202403	1	117	0.691048890584	0.716070895142	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202403
Synthesis of DNA	Reactome	R-HSA-69239	1	118	0.694113540487	0.71848135627	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69239
Endocytosis	KEGG PATHWAY	hsa04144	2	244	0.701131125795	0.724974054621	LDLR|GBF1	http://www.genome.jp/kegg-bin/show_pathway?hsa04144/hsa:3949%09red/hsa:8729%09red
Rab regulation of trafficking	Reactome	R-HSA-9007101	1	123	0.708987884851	0.73231975792	MON1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9007101
SLC-mediated transmembrane transport	Reactome	R-HSA-425407	2	249	0.711569337343	0.734206749984	APOD|FUCT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425407
Cell-Cell communication	Reactome	R-HSA-1500931	1	125	0.714733597476	0.735910889253	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500931
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	Reactome	R-HSA-381426	1	125	0.714733597476	0.735910889253	LAMC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381426
DNA Replication	Reactome	R-HSA-69306	1	126	0.717563879172	0.738044032171	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69306
Osteoclast differentiation	KEGG PATHWAY	hsa04380	1	128	0.723140689587	0.742210855452	SPI1	http://www.genome.jp/kegg-bin/show_pathway?hsa04380/hsa:6688%09red
Oocyte meiosis	KEGG PATHWAY	hsa04114	1	128	0.723140689587	0.742210855452	FBX5	http://www.genome.jp/kegg-bin/show_pathway?hsa04114/hsa:26271%09red
Formation of the cornified envelope	Reactome	R-HSA-6809371	1	129	0.725887768578	0.744245309616	LIPN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6809371
Relaxin signaling pathway	KEGG PATHWAY	hsa04926	1	130	0.728607659093	0.744679886867	VEGFD	http://www.genome.jp/kegg-bin/show_pathway?hsa04926/hsa:2277%09red
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	1	130	0.728607659093	0.744679886867	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
G1/S Transition	Reactome	R-HSA-69206	1	130	0.728607659093	0.744679886867	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69206
Transmission across Chemical Synapses	Reactome	R-HSA-112315	2	261	0.73538056665	0.750813527126	PKR2|EAA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112315
Apelin signaling pathway	KEGG PATHWAY	hsa04371	1	137	0.746907832007	0.761783354867	NRF1	http://www.genome.jp/kegg-bin/show_pathway?hsa04371/hsa:4899%09red
Estrogen signaling pathway	KEGG PATHWAY	hsa04915	1	138	0.749419658678	0.763544845962	NCOA1	http://www.genome.jp/kegg-bin/show_pathway?hsa04915/hsa:8648%09red
Fluid shear stress and atherosclerosis	KEGG PATHWAY	hsa05418	1	139	0.751906619556	0.765277343962	GSTO1	http://www.genome.jp/kegg-bin/show_pathway?hsa05418/hsa:9446%09red
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	hsa04550	1	140	0.754368960176	0.766180582726	HESX1	http://www.genome.jp/kegg-bin/show_pathway?hsa04550/hsa:8820%09red
C-type lectin receptors (CLRs)	Reactome	R-HSA-5621481	1	140	0.754368960176	0.766180582726	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5621481
Neuronal System	Reactome	R-HSA-112316	3	402	0.765649065932	0.776826424559	SYT9|PKR2|EAA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112316
Cell adhesion molecules (CAMs)	KEGG PATHWAY	hsa04514	1	146	0.768639426716	0.779048085619	L1CAM	http://www.genome.jp/kegg-bin/show_pathway?hsa04514/hsa:3897%09red
Mitotic G1-G1/S phases	Reactome	R-HSA-453279	1	147	0.77093610034	0.780562773809	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453279
Phospholipase D signaling pathway	KEGG PATHWAY	hsa04072	1	148	0.773210032893	0.782051311855	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa04072/hsa:8613%09red
G alpha (s) signalling events	Reactome	R-HSA-418555	4	536	0.782935861313	0.791066036404	ADRB1|PDE2A|REEP4|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418555
mTOR signaling pathway	KEGG PATHWAY	hsa04150	1	153	0.784246363824	0.791568165976	LRP6	http://www.genome.jp/kegg-bin/show_pathway?hsa04150/hsa:4040%09red
Translation	Reactome	R-HSA-72766	2	291	0.787678495249	0.794208472412	SRP72|GST1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72766
S Phase	Reactome	R-HSA-69242	1	160	0.798803004589	0.804591432158	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69242
MicroRNAs in cancer	KEGG PATHWAY	hsa05206	2	299	0.799998688301	0.804962485746	MET|TIMP3	http://www.genome.jp/kegg-bin/show_pathway?hsa05206/hsa:7078%09red/hsa:4233%09red
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	1	162	0.802779121744	0.806925708117	CSH1	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:1442%09red
Tight junction	KEGG PATHWAY	hsa04530	1	170	0.817915044589	0.821291370883	BAP1	http://www.genome.jp/kegg-bin/show_pathway?hsa04530/hsa:9223%09red
Muscle contraction	Reactome	R-HSA-397014	1	209	0.876657268952	0.879368580093	ACTC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-397014
Cytokine-cytokine receptor interaction	KEGG PATHWAY	hsa04060	1	294	0.947295586234	0.949246761489	CSH1	http://www.genome.jp/kegg-bin/show_pathway?hsa04060/hsa:1442%09red
Olfactory Signaling Pathway	Reactome	R-HSA-381753	1	393	0.980467947371	0.981476659251	REEP4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381753
Olfactory transduction	KEGG PATHWAY	hsa04740	1	448	0.988759753435	0.988759753435	PDE2A	http://www.genome.jp/kegg-bin/show_pathway?hsa04740/hsa:5138%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
